matlab_sample_id,matlab_sweep_id,matlab_sweep_index,input_angle_rad,input_direction,jacobian_condition,eligibility,pmks_sample_id,status,reason
matlab_0138,matlab_sweep_00,138,2.8722019767529732,1,1.9754444577123778,eligible,pmks_positive_0138,matched,
matlab_0139,matlab_sweep_00,139,2.8896552692729163,1,1.9710938930780093,eligible,pmks_positive_0139,matched,
matlab_0140,matlab_sweep_00,140,2.9071085617928594,1,1.967019747779142,eligible,pmks_positive_0140,matched,
matlab_0141,matlab_sweep_00,141,2.9245618543128025,1,1.9632251038108302,eligible,pmks_positive_0141,matched,
matlab_0142,matlab_sweep_00,142,2.9420151468327456,1,1.9597128250085663,eligible,pmks_positive_0142,matched,
matlab_0143,matlab_sweep_00,143,2.9594684393526887,1,1.9564855568148045,eligible,pmks_positive_0143,matched,
matlab_0144,matlab_sweep_00,144,2.9769217318726318,1,1.9535457259060409,eligible,pmks_positive_0144,matched,
matlab_0145,matlab_sweep_00,145,2.9943750243925749,1,1.9508955397118715,eligible,pmks_positive_0145,matched,
matlab_0146,matlab_sweep_00,146,3.011828316912518,1,1.948536985857384,eligible,pmks_positive_0146,matched,
matlab_0147,matlab_sweep_00,147,3.0292816094324611,1,1.9464718315596166,eligible,pmks_positive_0147,matched,
matlab_0148,matlab_sweep_00,148,3.0467349019524042,1,1.9447016230076408,eligible,pmks_positive_0148,matched,
matlab_0149,matlab_sweep_00,149,3.0641881944723472,1,1.9432276847540608,eligible,pmks_positive_0149,matched,
matlab_0150,matlab_sweep_00,150,3.0816414869922903,1,1.942051119143519,eligible,pmks_positive_0150,matched,
matlab_0151,matlab_sweep_00,151,3.0990947795122334,1,1.9411728058010116,eligible,pmks_positive_0151,matched,
matlab_0152,matlab_sweep_00,152,3.1165480720321765,1,1.9405934011997124,eligible,pmks_positive_0152,matched,
matlab_0153,matlab_sweep_00,153,3.1340013645521196,1,1.9403133383244318,eligible,pmks_positive_0153,matched,
matlab_0154,matlab_sweep_00,154,3.1514546570720623,1,1.9403328264430477,eligible,pmks_positive_0154,matched,
matlab_0155,matlab_sweep_00,155,3.1689079495920054,1,1.940651850994132,eligible,pmks_positive_0155,matched,
matlab_0156,matlab_sweep_00,156,3.1863612421119485,1,1.9412701735948164,eligible,pmks_positive_0156,matched,
matlab_0157,matlab_sweep_00,157,3.2038145346318916,1,1.9421873321685901,eligible,pmks_positive_0157,matched,
matlab_0158,matlab_sweep_00,158,3.2212678271518347,1,1.9434026411884806,eligible,pmks_positive_0158,matched,
matlab_0159,matlab_sweep_00,159,3.2387211196717778,1,1.9449151920268128,eligible,pmks_positive_0159,matched,
matlab_0160,matlab_sweep_00,160,3.2561744121917209,1,1.9467238533987268,eligible,pmks_positive_0160,matched,
matlab_0161,matlab_sweep_00,161,3.2736277047116644,1,1.9488272718828228,eligible,pmks_positive_0161,matched,
matlab_0162,matlab_sweep_00,162,3.2910809972316075,1,1.951223872498828,eligible,pmks_positive_0162,matched,
matlab_0163,matlab_sweep_00,163,3.3085342897515506,1,1.9539118593190827,eligible,pmks_positive_0163,matched,
matlab_0164,matlab_sweep_00,164,3.3259875822714937,1,1.9568892160879399,eligible,pmks_positive_0164,matched,
matlab_0165,matlab_sweep_00,165,3.3434408747914368,1,1.9601537068210357,eligible,pmks_positive_0165,matched,
matlab_0166,matlab_sweep_00,166,3.3608941673113799,1,1.9637028763546807,eligible,pmks_positive_0166,matched,
matlab_0167,matlab_sweep_00,167,3.3783474598313226,1,1.967534050814532,eligible,pmks_positive_0167,matched,
matlab_0168,matlab_sweep_00,168,3.3958007523512657,1,1.9716443379721387,eligible,pmks_positive_0168,matched,
matlab_0169,matlab_sweep_00,169,3.4132540448712088,1,1.9760306274579904,eligible,pmks_positive_0169,matched,
matlab_0170,matlab_sweep_00,170,3.4307073373911523,1,1.9806895908003086,eligible,pmks_positive_0170,matched,
matlab_0171,matlab_sweep_00,171,3.4481606299110954,1,1.9856176812599644,eligible,pmks_positive_0171,matched,
matlab_0172,matlab_sweep_00,172,3.4656139224310385,1,1.9908111334336456,eligible,pmks_positive_0172,matched,
matlab_0173,matlab_sweep_00,173,3.4830672149509816,1,1.9962659625996604,eligible,pmks_positive_0173,matched,
matlab_0174,matlab_sweep_00,174,3.5005205074709247,1,2.0019779637834811,eligible,pmks_positive_0174,matched,
matlab_0175,matlab_sweep_00,175,3.5179737999908678,1,2.0079427105233951,eligible,pmks_positive_0175,matched,
