Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Pressure(Pa),Height(m),Longitude(),Latitude(),GPS ground speed(km),Angle of course(°),GPS height(m),Number of satellites(),Position location(),Horizontal position(),Vertical position(),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 19:06:03.021,COM16, 2000-00-00 00:26:06.170, -0.021, 0.065, 1.012, 1.770, 2.014, -54.382, 3.647, 2.719, -29.586, -9.867, 26.087, -37.920, 31.34,,,,,,,,,,,,,,,,
 19:06:03.026,COM16, 2000-00-00 00:26:06.180, -0.021, 0.116, 1.003, -4.089, -3.723, -54.993, 3.620, 2.758, -30.103, -9.833, 25.567, -37.947, 31.32,,,,,,,,,,,,,,,,
 19:06:03.028,COM13, 2000-00-00 00:27:24.195, -0.042, -0.053, 1.030, -7.874, 2.075, 82.275, 1.577, 4.631, -27.438, -10.300, 70.307, -69.673, 31.30,,,,,,,,,,,,,,,,
 19:06:03.031,COM16, 2000-00-00 00:26:06.190, 0.048, 0.116, 1.003, -4.089, -3.723, -54.993, 3.565, 2.763, -30.613, -9.800, 25.193, -38.000, 31.32,,,,,,,,,,,,,,,,
 19:06:03.033,COM16, 2000-00-00 00:26:06.200, 0.048, 0.021, 1.022, 8.423, 6.897, -53.528, 3.571, 2.823, -31.113, -9.780, 24.947, -38.133, 31.36,,,,,,,,,,,,,,,,
 19:06:03.040,COM16, 2000-00-00 00:26:06.210, -0.073, 0.021, 1.022, 8.423, 6.897, -53.528, 3.636, 2.928, -31.597, -9.753, 24.793, -38.260, 31.36,,,,,,,,,,,,,,,,
 19:06:03.051,COM14, 2000-00-06 17:26:03.838, -0.061, -0.028, 1.055, -2.136, 0.916, -52.246, -0.335, 1.983, 5.405, -23.480, 9.387, -34.580, 31.47,,,,,,,,,,,,,,,,
 19:06:03.057,COM14, 2000-00-06 17:26:03.858, -0.097, 0.026, 0.980, -2.502, 0.793, -51.880, -0.406, 2.054, 4.362, -23.380, 9.247, -34.600, 31.52,,,,,,,,,,,,,,,,
 19:06:03.061,COM16, 2000-00-00 00:26:06.220, -0.073, 0.020, 0.990, 3.418, 4.456, -52.246, 3.675, 3.016, -32.069, -9.707, 24.700, -38.340, 31.33,,,,,,,,,,,,,,,,
 19:06:03.063,COM13, 2000-00-00 00:27:24.215, -0.060, 0.027, 0.994, -5.676, 1.282, 83.435, 1.538, 4.658, -25.779, -10.400, 70.893, -70.000, 31.32,,,,,,,,,,,,,,,,
 19:06:03.064,COM16, 2000-00-00 00:26:06.230, 0.053, 0.020, 0.990, 3.418, 4.456, -52.246, 3.686, 3.093, -32.536, -9.667, 24.647, -38.407, 31.33,,,,,,,,,,,,,,,,
 19:06:03.069,COM13, 2000-00-00 00:27:24.235, -0.007, -0.061, 1.006, -3.052, 1.038, 83.801, 1.549, 4.680, -24.104, -10.367, 71.653, -70.313, 31.29,,,,,,,,,,,,,,,,
 19:06:03.069,COM16, 2000-00-00 00:26:06.240, 0.053, -0.003, 1.010, -5.615, -5.859, -52.063, 3.647, 3.120, -33.003, -9.600, 24.633, -38.453, 31.36,,,,,,,,,,,,,,,,
 19:06:03.076,COM16, 2000-00-00 00:26:06.250, -0.006, -0.003, 1.010, -5.615, -5.859, -52.063, 3.565, 3.087, -33.464, -9.540, 24.673, -38.573, 31.36,,,,,,,,,,,,,,,,
 19:06:03.081,COM16, 2000-00-00 00:26:06.260, -0.006, 0.015, 1.000, 2.930, 3.662, -50.110, 3.527, 3.098, -33.904, -9.520, 24.707, -38.680, 31.34,,,,,,,,,,,,,,,,
 19:06:03.086,COM14, 2000-00-06 17:26:03.878, -0.123, 0.025, 1.021, -2.502, 2.319, -50.171, -0.478, 2.126, 3.334, -23.300, 9.213, -34.633, 31.52,,,,,,,,,,,,,,,,
 19:06:03.092,COM14, 2000-00-06 17:26:03.898, -0.064, 0.081, 1.050, -1.099, 0.671, -49.744, -0.533, 2.197, 2.335, -23.533, 9.280, -34.600, 31.47,,,,,,,,,,,,,,,,
 19:06:03.099,COM13, 2000-00-00 00:27:24.255, -0.081, 0.102, 1.012, -8.484, 0.366, 81.665, 1.533, 4.691, -22.451, -10.293, 72.673, -70.660, 31.26,,,,,,,,,,,,,,,,
 19:06:03.105,COM13, 2000-00-00 00:27:24.275, -0.008, -0.061, 0.984, -3.540, -0.244, 85.815, 1.516, 4.686, -20.775, -10.080, 73.520, -71.040, 31.29,,,,,,,,,,,,,,,,
 19:06:03.117,COM16, 2000-00-00 00:26:06.270, 0.004, 0.015, 1.000, 2.930, 3.662, -50.110, 3.527, 3.153, -34.332, -9.533, 24.160, -38.733, 31.34,,,,,,,,,,,,,,,,
 19:06:03.122,COM16, 2000-00-00 00:26:06.280, 0.004, 0.078, 1.008, 8.911, 6.775, -49.622, 3.554, 3.224, -34.761, -9.567, 23.787, -38.773, 31.34,,,,,,,,,,,,,,,,
 19:06:03.124,COM14, 2000-00-06 17:26:03.918, -0.148, -0.029, 0.956, -2.563, 1.404, -48.157, -0.582, 2.258, 1.351, -23.573, 8.293, -34.613, 31.49,,,,,,,,,,,,,,,,
 19:06:03.128,COM16, 2000-00-00 00:26:06.290, -0.005, 0.078, 1.008, 8.911, 6.775, -49.622, 3.615, 3.312, -35.178, -9.580, 23.507, -38.827, 31.34,,,,,,,,,,,,,,,,
 19:06:03.130,COM16, 2000-00-00 00:26:06.300, -0.005, 0.001, 0.999, 0.671, 0.244, -48.096, 3.636, 3.362, -35.585, -9.560, 23.320, -38.847, 31.36,,,,,,,,,,,,,,,,
 19:06:03.131,COM14, 2000-00-06 17:26:03.938, -0.053, 0.064, 0.899, -2.991, 0.305, -47.668, -0.654, 2.307, 0.390, -24.487, 7.700, -34.627, 31.52,,,,,,,,,,,,,,,,
 19:06:03.132,COM13, 2000-00-00 00:27:24.295, -0.038, 0.027, 0.967, -6.165, 1.404, 83.862, 1.516, 4.697, -19.078, -9.413, 74.047, -71.480, 31.30,,,,,,,,,,,,,,,,
 19:06:03.136,COM16, 2000-00-00 00:26:06.310, -0.068, 0.001, 0.999, 0.671, 0.244, -48.096, 3.609, 3.378, -35.986, -9.513, 23.193, -38.887, 31.36,,,,,,,,,,,,,,,,
 19:06:03.139,COM13, 2000-00-00 00:27:24.315, -0.063, 0.063, 0.988, -4.822, 3.784, 87.097, 1.511, 4.746, -17.364, -9.073, 74.393, -71.893, 31.26,,,,,,,,,,,,,,,,
 19:06:03.158,COM14, 2000-00-06 17:26:03.958, -0.147, 0.072, 1.068, -3.723, 1.587, -46.997, -0.731, 2.362, -0.555, -25.053, 7.460, -34.693, 31.52,,,,,,,,,,,,,,,,
 19:06:03.176,COM13, 2000-00-00 00:27:24.335, -0.060, -0.016, 1.011, -8.179, 3.906, 85.815, 1.494, 4.823, -15.634, -8.733, 75.113, -72.387, 31.29,,,,,,,,,,,,,,,,
 19:06:03.177,COM16, 2000-00-00 00:26:06.320, -0.068, 0.093, 0.994, -6.104, -3.357, -47.913, 3.554, 3.378, -36.387, -9.453, 23.093, -38.973, 31.34,,,,,,,,,,,,,,,,
 19:06:03.180,COM16, 2000-00-00 00:26:06.330, 0.065, 0.093, 0.994, -6.104, -3.357, -47.913, 3.461, 3.356, -36.788, -10.013, 23.020, -39.060, 31.34,,,,,,,,,,,,,,,,
 19:06:03.181,COM13, 2000-00-00 00:27:24.355, -0.081, 0.062, 1.072, -7.263, 0.488, 88.867, 1.456, 4.861, -13.887, -9.007, 75.780, -72.660, 31.29,,,,,,,,,,,,,,,,
 19:06:03.185,COM16, 2000-00-00 00:26:06.340, 0.065, 0.042, 1.021, 2.258, 4.700, -47.058, 3.417, 3.378, -37.189, -10.493, 23.013, -39.153, 31.34,,,,,,,,,,,,,,,,
 19:06:03.189,COM14, 2000-00-06 17:26:03.978, -0.046, 0.021, 1.088, -3.052, 1.099, -45.044, -0.807, 2.417, -1.483, -25.367, 7.420, -34.693, 31.49,,,,,,,,,,,,,,,,
 19:06:03.192,COM16, 2000-00-00 00:26:06.350, -0.053, 0.042, 1.021, 2.258, 4.700, -47.058, 3.411, 3.439, -37.573, -10.267, 23.040, -39.267, 31.34,,,,,,,,,,,,,,,,
 19:06:03.194,COM14, 2000-00-06 17:26:03.998, -0.025, -0.009, 0.976, -0.427, 1.709, -43.213, -0.846, 2.477, -2.368, -25.587, 7.413, -34.673, 31.48,,,,,,,,,,,,,,,,
 19:06:03.198,COM16, 2000-00-00 00:26:06.360, -0.053, 0.007, 0.968, 7.935, 5.249, -45.044, 3.433, 3.494, -37.947, -10.400, 22.740, -39.333, 31.32,,,,,,,,,,,,,,,,
 19:06:03.200,COM16, 2000-00-00 00:26:06.370, 0.085, 0.007, 0.968, 7.935, 5.249, -45.044, 3.483, 3.554, -38.320, -10.800, 22.227, -39.333, 31.32,,,,,,,,,,,,,,,,
 19:06:03.210,COM13, 2000-00-00 00:27:24.375, 0.032, -0.063, 0.948, -6.775, -2.380, 88.501, 1.439, 4.850, -12.112, -8.660, 76.707, -73.093, 31.30,,,,,,,,,,,,,,,,
 19:06:03.218,COM13, 2000-00-00 00:27:24.395, -0.081, 0.079, 0.947, -6.470, 2.197, 89.905, 1.417, 4.850, -10.327, -8.980, 77.153, -73.540, 31.30,,,,,,,,,,,,,,,,
 19:06:03.223,COM14, 2000-00-06 17:26:04.018, -0.058, 0.086, 0.992, -2.319, 1.465, -40.955, -0.884, 2.527, -3.214, -25.693, 7.493, -34.647, 31.52,,,,,,,,,,,,,,,,
 19:06:03.230,COM14, 2000-00-06 17:26:04.038, -0.006, 0.021, 0.829, -4.395, 2.808, -39.612, -0.950, 2.587, -4.021, -25.793, 6.520, -34.747, 31.49,,,,,,,,,,,,,,,,
 19:06:03.239,COM16, 2000-00-00 00:26:06.380, 0.085, -0.084, 1.003, -3.601, -0.671, -43.335, 3.477, 3.587, -38.688, -11.120, 21.840, -39.367, 31.34,,,,,,,,,,,,,,,,
 19:06:03.244,COM16, 2000-00-00 00:26:06.390, 0.056, -0.084, 1.003, -3.601, -0.671, -43.335, 3.406, 3.582, -39.051, -11.387, 21.527, -39.467, 31.34,,,,,,,,,,,,,,,,
 19:06:03.247,COM16, 2000-00-00 00:26:06.400, 0.056, 0.070, 1.031, 1.099, 0.366, -40.955, 3.356, 3.576, -39.402, -11.567, 21.267, -39.533, 31.35,,,,,,,,,,,,,,,,
 19:06:03.249,COM13, 2000-00-00 00:27:24.415, -0.040, -0.025, 0.964, -6.775, 4.944, 90.332, 1.412, 4.922, -8.520, -8.567, 78.240, -74.173, 31.30,,,,,,,,,,,,,,,,
 19:06:03.253,COM16, 2000-00-00 00:26:06.410, 0.074, 0.070, 1.031, 1.099, 0.366, -40.955, 3.334, 3.576, -39.738, -11.700, 21.087, -39.527, 31.35,,,,,,,,,,,,,,,,
 19:06:03.258,COM16, 2000-00-00 00:26:06.420, 0.074, -0.058, 1.055, 2.808, 6.897, -39.978, 3.323, 3.609, -40.062, -11.820, 21.040, -39.480, 31.34,,,,,,,,,,,,,,,,
 19:06:03.259,COM14, 2000-00-06 17:26:04.058, 0.032, 0.028, 1.098, -4.395, 1.892, -37.170, -1.038, 2.642, -4.796, -25.827, 5.893, -34.767, 31.53,,,,,,,,,,,,,,,,
 19:06:03.279,COM13, 2000-00-00 00:27:24.435, -0.121, 0.019, 1.055, -8.057, 3.845, 89.294, 1.384, 5.010, -6.724, -8.513, 78.793, -74.707, 31.30,,,,,,,,,,,,,,,,
 19:06:03.285,COM13, 2000-00-00 00:27:24.455, 0.002, -0.033, 1.036, -4.944, 0.305, 90.698, 1.379, 5.059, -4.922, -8.340, 79.027, -75.093, 31.28,,,,,,,,,,,,,,,,
 19:06:03.291,COM16, 2000-00-00 00:26:06.430, 0.074, -0.058, 1.055, 2.808, 6.897, -39.978, 3.318, 3.669, -40.380, -11.947, 21.067, -39.460, 31.34,,,,,,,,,,,,,,,,
 19:06:03.297,COM16, 2000-00-00 00:26:06.440, 0.074, -0.017, 0.937, 2.686, 4.639, -37.354, 3.307, 3.713, -40.688, -12.047, 21.060, -39.427, 31.34,,,,,,,,,,,,,,,,
 19:06:03.298,COM14, 2000-00-06 17:26:04.078, -0.036, 0.002, 1.122, -2.136, 0.549, -33.569, -1.104, 2.664, -5.504, -25.867, 5.560, -34.767, 31.49,,,,,,,,,,,,,,,,
 19:06:03.303,COM16, 2000-00-00 00:26:06.450, 0.256, -0.017, 0.937, 2.686, 4.639, -37.354, 3.301, 3.746, -40.979, -12.087, 21.027, -39.367, 31.34,,,,,,,,,,,,,,,,
 19:06:03.304,COM14, 2000-00-06 17:26:04.098, -0.029, 0.042, 1.012, -0.854, 1.282, -29.968, -1.132, 2.670, -6.141, -25.853, 5.447, -34.687, 31.48,,,,,,,,,,,,,,,,
 19:06:03.307,COM16, 2000-00-00 00:26:06.460, 0.256, -0.238, 1.000, -2.686, -1.160, -33.997, 3.263, 3.741, -41.248, -12.087, 21.027, -39.300, 31.35,,,,,,,,,,,,,,,,
 19:06:03.310,COM14, 2000-00-06 17:26:04.118, 0.062, 0.035, 0.973, -1.770, 0.854, -28.015, -1.148, 2.681, -6.724, -25.847, 5.333, -34.627, 31.50,,,,,,,,,,,,,,,,
 19:06:03.311,COM16, 2000-00-00 00:26:06.470, 0.069, -0.238, 1.000, -2.686, -1.160, -33.997, 3.197, 3.702, -41.495, -12.060, 21.020, -39.240, 31.35,,,,,,,,,,,,,,,,
 19:06:03.314,COM13, 2000-00-00 00:27:24.475, -0.059, 0.050, 0.977, -9.766, -2.014, 88.928, 1.351, 5.048, -3.126, -8.480, 79.687, -75.620, 31.30,,,,,,,,,,,,,,,,
 19:06:03.320,COM13, 2000-00-00 00:27:24.495, -0.048, -0.029, 0.933, -4.456, 2.686, 92.224, 1.335, 5.059, -1.313, -8.587, 80.293, -76.193, 31.29,,,,,,,,,,,,,,,,
 19:06:03.326,COM16, 2000-00-00 00:26:06.480, 0.069, -0.020, 1.040, -1.099, -0.122, -29.968, 3.137, 3.658, -41.721, -12.047, 21.033, -39.147, 31.32,,,,,,,,,,,,,,,,
 19:06:03.332,COM16, 2000-00-00 00:26:06.490, 0.126, -0.020, 1.040, -1.099, -0.122, -29.968, 3.082, 3.620, -41.918, -12.100, 20.833, -39.100, 31.32,,,,,,,,,,,,,,,,
 19:06:03.334,COM16, 2000-00-00 00:26:06.500, 0.126, -0.106, 1.016, 0.488, 1.526, -28.320, 3.038, 3.593, -42.116, -12.140, 20.380, -39.140, 31.36,,,,,,,,,,,,,,,,
 19:06:03.336,COM14, 2000-00-06 17:26:04.138, 0.009, -0.034, 0.885, -3.540, 1.282, -26.123, -1.192, 2.686, -7.267, -25.860, 5.333, -34.520, 31.45,,,,,,,,,,,,,,,,
 19:06:03.340,COM16, 2000-00-00 00:26:06.510, 0.089, -0.106, 1.016, 0.488, 1.526, -28.320, 3.005, 3.565, -42.297, -12.107, 20.560, -39.167, 31.36,,,,,,,,,,,,,,,,
 19:06:03.346,COM16, 2000-00-00 00:26:06.520, 0.089, -0.074, 0.982, 3.418, 4.272, -26.306, 2.983, 3.554, -42.468, -12.053, 20.713, -39.080, 31.34,,,,,,,,,,,,,,,,
 19:06:03.350,COM13, 2000-00-00 00:27:24.515, -0.073, -0.006, 1.019, -9.827, 3.052, 88.257, 1.313, 5.125, 0.489, -8.320, 81.213, -76.853, 31.28,,,,,,,,,,,,,,,,
 19:06:03.358,COM14, 2000-00-06 17:26:04.158, 0.037, 0.021, 1.046, -2.502, 1.648, -22.583, -1.252, 2.686, -7.762, -25.873, 5.400, -34.507, 31.47,,,,,,,,,,,,,,,,
 19:06:03.381,COM13, 2000-00-00 00:27:24.535, -0.061, 0.001, 1.018, -3.540, 1.892, 91.492, 1.302, 5.180, 2.291, -8.600, 82.040, -77.287, 31.32,,,,,,,,,,,,,,,,
 19:06:03.385,COM16, 2000-00-00 00:26:06.530, 0.244, -0.074, 0.982, 3.418, 4.272, -26.306, 2.972, 3.554, -42.627, -12.013, 20.307, -39.013, 31.34,,,,,,,,,,,,,,,,
 19:06:03.388,COM16, 2000-00-00 00:26:06.540, 0.244, -0.239, 1.002, 0.000, 2.991, -22.949, 2.944, 3.543, -42.775, -11.993, 19.967, -38.920, 31.37,,,,,,,,,,,,,,,,
 19:06:03.388,COM13, 2000-00-00 00:27:24.555, -0.027, 0.003, 1.009, -8.362, -0.122, 89.417, 1.285, 5.197, 4.092, -8.107, 82.200, -77.820, 31.30,,,,,,,,,,,,,,,,
 19:06:03.390,COM14, 2000-00-06 17:26:04.178, 0.017, 0.059, 1.112, -1.038, -0.244, -19.104, -1.274, 2.670, -8.179, -25.920, 5.567, -34.500, 31.50,,,,,,,,,,,,,,,,
 19:06:03.393,COM16, 2000-00-00 00:26:06.550, 0.149, -0.239, 1.002, 0.000, 2.991, -22.949, 2.900, 3.521, -42.896, -11.980, 19.640, -38.827, 31.37,,,,,,,,,,,,,,,,
 19:06:03.395,COM14, 2000-00-06 17:26:04.198, 0.087, -0.053, 0.905, -1.160, 0.122, -16.174, -1.285, 2.631, -8.531, -25.947, 5.740, -34.453, 31.49,,,,,,,,,,,,,,,,
 19:06:03.399,COM16, 2000-00-00 00:26:06.560, 0.149, -0.048, 1.002, -2.930, -1.892, -19.470, 2.840, 3.472, -43.006, -11.947, 19.407, -38.780, 31.34,,,,,,,,,,,,,,,,
 19:06:03.401,COM16, 2000-00-00 00:26:06.570, 0.118, -0.048, 1.002, -2.930, -1.892, -19.470, 2.763, 3.395, -43.088, -11.893, 19.280, -38.660, 31.34,,,,,,,,,,,,,,,,
 19:06:03.407,COM16, 2000-00-00 00:26:06.580, 0.118, -0.190, 1.006, -1.831, -1.648, -16.357, 2.697, 3.312, -43.160, -11.840, 19.167, -38.540, 31.35,,,,,,,,,,,,,,,,
 19:06:03.416,COM13, 2000-00-00 00:27:24.575, -0.072, -0.019, 0.972, -5.493, 1.404, 90.698, 1.285, 5.224, 5.900, -8.207, 83.067, -78.460, 31.31,,,,,,,,,,,,,,,,
 19:06:03.423,COM13, 2000-00-00 00:27:24.595, -0.048, -0.014, 0.968, -7.446, 3.052, 88.135, 1.269, 5.284, 7.679, -7.860, 83.800, -79.253, 31.31,,,,,,,,,,,,,,,,
 19:06:03.424,COM14, 2000-00-06 17:26:04.218, 0.013, 0.006, 0.992, -2.319, 1.404, -14.771, -1.307, 2.609, -8.844, -25.900, 5.873, -34.260, 31.52,,,,,,,,,,,,,,,,
 19:06:03.430,COM14, 2000-00-06 17:26:04.238, 0.059, -0.004, 1.012, -2.563, 0.793, -11.353, -1.346, 2.587, -9.108, -25.800, 5.900, -34.293, 31.50,,,,,,,,,,,,,,,,
 19:06:03.443,COM16, 2000-00-00 00:26:06.590, 0.146, -0.190, 1.006, -1.831, -1.648, -16.357, 2.637, 3.235, -43.215, -11.820, 19.053, -38.453, 31.35,,,,,,,,,,,,,,,,
 19:06:03.448,COM16, 2000-00-00 00:26:06.600, 0.146, -0.084, 1.012, 1.770, 5.249, -15.015, 2.587, 3.192, -43.264, -11.787, 18.980, -38.393, 31.35,,,,,,,,,,,,,,,,
 19:06:03.452,COM16, 2000-00-00 00:26:06.610, 0.167, -0.084, 1.012, 1.770, 5.249, -15.015, 2.560, 3.186, -43.303, -11.720, 18.947, -38.340, 31.35,,,,,,,,,,,,,,,,
 19:06:03.452,COM13, 2000-00-00 00:27:24.615, -0.100, 0.020, 1.042, -5.615, 1.953, 89.844, 1.274, 5.339, 9.470, -8.280, 84.800, -79.893, 31.26,,,,,,,,,,,,,,,,
 19:06:03.456,COM16, 2000-00-00 00:26:06.620, 0.167, -0.167, 1.011, 3.296, 3.113, -11.475, 2.543, 3.159, -43.319, -11.653, 18.887, -38.313, 31.35,,,,,,,,,,,,,,,,
 19:06:03.457,COM13, 2000-00-00 00:27:24.635, -0.017, -0.032, 1.011, -5.920, -1.099, 89.417, 1.280, 5.339, 11.261, -7.987, 85.453, -80.667, 31.32,,,,,,,,,,,,,,,,
 19:06:03.459,COM14, 2000-00-06 17:26:04.258, 0.098, -0.007, 1.051, -0.244, 0.122, -8.423, -1.362, 2.549, -9.305, -25.773, 5.887, -34.327, 31.48,,,,,,,,,,,,,,,,
 19:06:03.462,COM16, 2000-00-00 00:26:06.630, 0.172, -0.167, 1.011, 3.296, 3.113, -11.475, 2.532, 3.126, -43.325, -11.627, 18.827, -38.220, 31.35,,,,,,,,,,,,,,,,
 19:06:03.487,COM13, 2000-00-00 00:27:24.655, -0.056, -0.011, 0.982, -5.432, -0.244, 88.440, 1.291, 5.339, 13.035, -7.687, 86.047, -81.313, 31.31,,,,,,,,,,,,,,,,
 19:06:03.494,COM14, 2000-00-06 17:26:04.278, 0.016, -0.027, 0.990, 0.061, 0.183, -5.249, -1.351, 2.499, -9.443, -25.753, 5.893, -34.280, 31.51,,,,,,,,,,,,,,,,
 19:06:03.496,COM16, 2000-00-00 00:26:06.640, 0.172, -0.162, 0.972, -5.859, -2.869, -8.850, 2.477, 3.060, -43.308, -11.613, 18.840, -38.047, 31.35,,,,,,,,,,,,,,,,
 19:06:03.499,COM14, 2000-00-06 17:26:04.298, 0.109, -0.020, 0.967, -1.038, 0.610, -3.967, -1.346, 2.450, -9.536, -25.747, 5.880, -34.267, 31.47,,,,,,,,,,,,,,,,
 19:06:03.502,COM16, 2000-00-00 00:26:06.650, 0.189, -0.162, 0.972, -5.859, -2.869, -8.850, 2.373, 2.961, -43.281, -11.567, 18.867, -37.980, 31.35,,,,,,,,,,,,,,,,
 19:06:03.507,COM16, 2000-00-00 00:26:06.660, 0.189, -0.167, 1.031, 1.770, 0.854, -5.188, 2.307, 2.878, -43.237, -11.493, 18.847, -37.967, 31.34,,,,,,,,,,,,,,,,
 19:06:03.510,COM16, 2000-00-00 00:26:06.670, 0.088, -0.167, 1.031, 1.770, 0.854, -5.188, 2.280, 2.813, -43.165, -11.407, 18.793, -37.913, 31.34,,,,,,,,,,,,,,,,
 19:06:03.516,COM16, 2000-00-00 00:26:06.680, 0.088, -0.096, 0.996, 0.000, 1.221, -4.150, 2.247, 2.747, -43.088, -11.340, 18.793, -37.860, 31.35,,,,,,,,,,,,,,,,
 19:06:03.518,COM13, 2000-00-00 00:27:24.675, -0.042, 0.005, 0.955, -5.920, 2.075, 87.769, 1.296, 5.378, 14.799, -7.840, 86.800, -82.327, 31.26,,,,,,,,,,,,,,,,
 19:06:03.523,COM13, 2000-00-00 00:27:24.695, -0.093, -0.030, 1.003, -6.287, 3.418, 86.487, 1.296, 5.444, 16.534, -7.740, 87.313, -83.227, 31.29,,,,,,,,,,,,,,,,
 19:06:03.528,COM14, 2000-00-06 17:26:04.318, 0.078, 0.000, 0.987, -1.648, -0.305, -1.404, -1.362, 2.401, -9.591, -25.727, 5.807, -34.313, 31.49,,,,,,,,,,,,,,,,
 19:06:03.534,COM14, 2000-00-06 17:26:04.338, 0.063, -0.056, 1.021, -0.977, -0.183, 0.916, -1.379, 2.335, -9.597, -25.693, 5.713, -34.307, 31.47,,,,,,,,,,,,,,,,
 19:06:03.553,COM13, 2000-00-00 00:27:24.715, -0.055, -0.021, 1.030, -5.554, 1.160, 85.632, 1.296, 5.488, 18.254, -7.687, 88.500, -84.047, 31.30,,,,,,,,,,,,,,,,
 19:06:03.556,COM16, 2000-00-00 00:26:06.690, 0.176, -0.096, 0.996, 0.000, 1.221, -4.150, 2.203, 2.692, -43.011, -11.333, 18.840, -37.793, 31.35,,,,,,,,,,,,,,,,
 19:06:03.559,COM13, 2000-00-00 00:27:24.735, -0.058, 0.002, 1.003, -3.418, -0.488, 86.182, 1.340, 5.493, 19.979, -7.707, 89.113, -84.840, 31.30,,,,,,,,,,,,,,,,
 19:06:03.562,COM16, 2000-00-00 00:26:06.700, 0.176, -0.138, 1.004, -2.502, -0.183, -1.709, 2.148, 2.626, -42.918, -11.327, 18.860, -37.673, 31.34,,,,,,,,,,,,,,,,
 19:06:03.565,COM16, 2000-00-00 00:26:06.710, 0.195, -0.138, 1.004, -2.502, -0.183, -1.709, 2.082, 2.549, -42.819, -11.293, 18.820, -37.573, 31.34,,,,,,,,,,,,,,,,
 19:06:03.570,COM16, 2000-00-00 00:26:06.720, 0.195, -0.205, 1.007, -1.526, -0.122, 0.549, 2.021, 2.477, -42.704, -11.260, 18.800, -37.467, 31.34,,,,,,,,,,,,,,,,
 19:06:03.574,COM14, 2000-00-06 17:26:04.358, 0.000, -0.027, 1.019, 0.000, -0.061, 3.479, -1.379, 2.269, -9.553, -25.613, 5.693, -34.280, 31.52,,,,,,,,,,,,,,,,
 19:06:03.575,COM16, 2000-00-00 00:26:06.730, 0.146, -0.205, 1.007, -1.526, -0.122, 0.549, 1.967, 2.401, -42.572, -11.227, 18.800, -37.373, 31.34,,,,,,,,,,,,,,,,
 19:06:03.578,COM16, 2000-00-00 00:26:06.740, 0.146, -0.153, 0.989, 0.671, 0.549, 3.235, 1.917, 2.324, -42.435, -11.500, 18.700, -37.233, 31.34,,,,,,,,,,,,,,,,
 19:06:03.579,COM14, 2000-00-06 17:26:04.378, 0.029, -0.013, 1.008, 0.610, -0.061, 5.737, -1.362, 2.208, -9.465, -25.560, 5.640, -34.273, 31.51,,,,,,,,,,,,,,,,
 19:06:03.589,COM13, 2000-00-00 00:27:24.755, -0.030, 0.020, 0.983, -3.540, 0.122, 87.219, 1.390, 5.499, 21.720, -7.800, 89.313, -85.740, 31.31,,,,,,,,,,,,,,,,
 19:06:03.594,COM16, 2000-00-00 00:26:06.750, 0.104, -0.153, 0.989, 0.671, 0.549, 3.235, 1.879, 2.252, -42.292, -11.693, 18.940, -37.060, 31.34,,,,,,,,,,,,,,,,
 19:06:03.600,COM16, 2000-00-00 00:26:06.760, 0.104, -0.130, 1.025, -0.366, -0.488, 5.615, 1.835, 2.181, -42.138, -11.547, 18.827, -36.953, 31.31,,,,,,,,,,,,,,,,
 19:06:03.606,COM16, 2000-00-00 00:26:06.770, 0.069, -0.130, 1.025, -0.366, -0.488, 5.615, 1.791, 2.104, -41.973, -11.447, 18.740, -36.920, 31.31,,,,,,,,,,,,,,,,
 19:06:03.606,COM14, 2000-00-06 17:26:04.398, 0.090, -0.042, 0.981, 0.122, 0.000, 7.507, -1.346, 2.153, -9.333, -25.547, 5.620, -34.253, 31.49,,,,,,,,,,,,,,,,
 19:06:03.608,COM16, 2000-00-00 00:26:06.780, 0.069, -0.102, 0.995, -2.441, -1.465, 7.263, 1.736, 2.021, -41.808, -11.673, 18.933, -36.853, 31.36,,,,,,,,,,,,,,,,
 19:06:03.612,COM14, 2000-00-06 17:26:04.418, -0.005, -0.013, 1.002, 0.122, 0.122, 8.728, -1.335, 2.104, -9.174, -25.520, 5.453, -34.233, 31.49,,,,,,,,,,,,,,,,
 19:06:03.613,COM16, 2000-00-00 00:26:06.790, 0.126, -0.102, 0.995, -2.441, -1.465, 7.263, 1.664, 1.945, -41.644, -12.140, 19.393, -36.713, 31.36,,,,,,,,,,,,,,,,
 19:06:03.620,COM13, 2000-00-00 00:27:24.775, -0.056, 0.012, 0.996, -7.202, 0.305, 85.693, 1.390, 5.504, 23.445, -8.127, 90.020, -86.847, 31.27,,,,,,,,,,,,,,,,
 19:06:03.627,COM13, 2000-00-00 00:27:24.795, -0.080, -0.024, 0.968, -6.714, 0.977, 84.656, 1.379, 5.521, 25.148, -7.867, 90.740, -87.973, 31.23,,,,,,,,,,,,,,,,
