Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Pressure(Pa),Height(m),Longitude(),Latitude(),GPS ground speed(km),Angle of course(°),GPS height(m),Number of satellites(),Position location(),Horizontal position(),Vertical position(),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 19:06:16.605,COM16, 2000-00-00 00:26:19.820, 0.130, -0.287, 1.011, 1.343, -0.977, 37.659, -0.489, -0.330, -27.911, -10.213, 23.227, -37.160, 31.33,,,,,,,,,,,,,,,,
 19:06:16.608,COM14, 2000-00-06 17:26:17.418, 0.145, -0.060, 1.030, 1.892, -0.427, 40.833, -1.033, 0.851, 2.823, -28.567, 11.253, -30.980, 31.48,,,,,,,,,,,,,,,,
 19:06:16.611,COM16, 2000-00-00 00:26:19.830, 0.026, -0.287, 1.011, 1.343, -0.977, 37.659, -0.505, -0.363, -27.482, -10.173, 23.227, -37.153, 31.33,,,,,,,,,,,,,,,,
 19:06:16.613,COM16, 2000-00-00 00:26:19.840, 0.026, -0.047, 1.018, 0.305, 2.319, 40.771, -0.533, -0.363, -27.032, -10.187, 22.940, -37.180, 31.34,,,,,,,,,,,,,,,,
 19:06:16.615,COM14, 2000-00-06 17:26:17.438, 0.063, -0.072, 0.982, 2.075, -1.221, 40.405, -1.011, 0.818, 3.636, -29.260, 11.653, -30.907, 31.48,,,,,,,,,,,,,,,,
 19:06:16.619,COM16, 2000-00-00 00:26:19.850, 0.141, -0.047, 1.018, 0.305, 2.319, 40.771, -0.560, -0.363, -26.587, -10.213, 23.240, -37.293, 31.34,,,,,,,,,,,,,,,,
 19:06:16.620,COM14, 2000-00-06 17:26:17.458, -0.028, -0.015, 0.988, 2.014, -1.160, 39.429, -0.989, 0.764, 4.438, -29.913, 12.507, -30.907, 31.46,,,,,,,,,,,,,,,,
 19:06:16.625,COM16, 2000-00-00 00:26:19.860, 0.141, -0.068, 0.998, -4.272, -4.883, 40.405, -0.632, -0.428, -26.142, -10.233, 23.460, -37.413, 31.34,,,,,,,,,,,,,,,,
 19:06:16.630,COM13, 2000-00-00 00:27:37.755, -0.079, -0.036, 0.984, -4.089, 0.183, 84.961, 1.994, 5.999, 65.154, -15.953, 100.313, -139.507, 31.26,,,,,,,,,,,,,,,,
 19:06:16.636,COM13, 2000-00-00 00:27:37.775, -0.047, 0.075, 0.960, -4.150, 3.174, 85.754, 2.043, 6.015, 66.863, -17.027, 99.593, -142.320, 31.34,,,,,,,,,,,,,,,,
 19:06:16.646,COM14, 2000-00-06 17:26:17.478, 0.033, -0.092, 0.951, 0.671, -1.831, 40.771, -0.967, 0.709, 5.235, -30.133, 12.987, -30.887, 31.49,,,,,,,,,,,,,,,,
 19:06:16.652,COM16, 2000-00-00 00:26:19.870, 0.060, -0.068, 0.998, -4.272, -4.883, 40.405, -0.698, -0.500, -25.692, -10.260, 23.687, -37.487, 31.34,,,,,,,,,,,,,,,,
 19:06:16.652,COM14, 2000-00-06 17:26:17.498, 0.082, -0.041, 1.054, 0.916, -1.282, 41.748, -0.972, 0.648, 6.053, -30.313, 13.380, -30.787, 31.48,,,,,,,,,,,,,,,,
 19:06:16.655,COM16, 2000-00-00 00:26:19.880, 0.060, 0.025, 1.005, -2.319, -1.648, 39.307, -0.747, -0.538, -25.258, -10.320, 23.847, -37.547, 31.34,,,,,,,,,,,,,,,,
 19:06:16.661,COM16, 2000-00-00 00:26:19.890, 0.063, 0.025, 1.005, -2.319, -1.648, 39.307, -0.791, -0.577, -24.829, -10.400, 23.920, -37.607, 31.34,,,,,,,,,,,,,,,,
 19:06:16.665,COM13, 2000-00-00 00:27:37.795, -0.095, 0.017, 1.015, -7.324, 2.563, 86.548, 2.071, 6.053, 68.593, -17.380, 98.713, -145.853, 31.28,,,,,,,,,,,,,,,,
 19:06:16.666,COM16, 2000-00-00 00:26:19.900, 0.063, -0.145, 1.009, 0.732, 0.000, 40.283, -0.802, -0.593, -24.384, -9.847, 23.933, -37.680, 31.33,,,,,,,,,,,,,,,,
 19:06:16.670,COM16, 2000-00-00 00:26:19.910, 0.038, -0.145, 1.009, 0.732, 0.000, 40.283, -0.818, -0.610, -23.939, -9.413, 24.013, -37.620, 31.33,,,,,,,,,,,,,,,,
 19:06:16.675,COM16, 2000-00-00 00:26:19.920, 0.038, -0.030, 1.012, -5.981, -3.052, 41.321, -0.901, -0.654, -23.483, -9.093, 24.147, -37.560, 31.35,,,,,,,,,,,,,,,,
 19:06:16.681,COM14, 2000-00-06 17:26:17.518, 0.027, -0.089, 0.979, 1.770, -1.465, 42.358, -0.972, 0.604, 6.894, -30.833, 14.287, -30.847, 31.45,,,,,,,,,,,,,,,,
 19:06:16.696,COM13, 2000-00-00 00:27:37.815, -0.054, 0.004, 1.012, -4.578, 2.075, 87.158, 2.098, 6.081, 70.334, -18.420, 98.413, -149.167, 31.26,,,,,,,,,,,,,,,,
 19:06:16.702,COM13, 2000-00-00 00:27:37.835, -0.077, 0.005, 1.016, -5.310, -0.488, 86.304, 2.142, 6.081, 72.070, -18.913, 97.347, -152.933, 31.26,,,,,,,,,,,,,,,,
 19:06:16.712,COM14, 2000-00-06 17:26:17.538, 0.005, -0.041, 1.069, 2.747, -0.854, 42.542, -0.950, 0.555, 7.740, -30.833, 14.600, -30.953, 31.49,,,,,,,,,,,,,,,,
 19:06:16.718,COM14, 2000-00-06 17:26:17.558, 0.039, -0.086, 0.909, 2.380, -1.099, 43.762, -0.923, 0.516, 8.591, -31.487, 15.293, -31.040, 31.49,,,,,,,,,,,,,,,,
 19:06:16.732,COM13, 2000-00-00 00:27:37.855, -0.042, 0.058, 0.976, -5.737, 0.122, 87.402, 2.175, 6.053, 73.812, -19.593, 96.493, -156.640, 31.26,,,,,,,,,,,,,,,,
 19:06:16.737,COM13, 2000-00-00 00:27:37.875, -0.069, 0.004, 0.969, -5.249, 1.160, 88.257, 2.214, 6.048, 75.575, -20.500, 95.480, -160.473, 31.23,,,,,,,,,,,,,,,,
 19:06:16.746,COM16, 2000-00-00 00:26:19.930, 0.134, -0.030, 1.012, -5.981, -3.052, 41.321, -0.983, -0.698, -23.027, -8.880, 24.160, -37.500, 31.35,,,,,,,,,,,,,,,,
 19:06:16.747,COM14, 2000-00-06 17:26:17.578, 0.088, -0.041, 1.045, 1.526, -0.610, 44.250, -0.901, 0.478, 9.470, -31.640, 16.013, -31.167, 31.46,,,,,,,,,,,,,,,,
 19:06:16.752,COM16, 2000-00-00 00:26:19.940, 0.134, -0.125, 1.000, -0.854, -1.587, 41.992, -1.011, -0.731, -22.560, -8.747, 24.100, -37.413, 31.35,,,,,,,,,,,,,,,,
 19:06:16.753,COM14, 2000-00-06 17:26:17.598, 0.022, -0.045, 0.992, 1.343, -1.282, 43.762, -0.895, 0.445, 10.349, -31.927, 16.553, -31.287, 31.49,,,,,,,,,,,,,,,,
 19:06:16.754,COM16, 2000-00-00 00:26:19.950, 0.058, -0.125, 1.000, -0.854, -1.587, 41.992, -1.044, -0.758, -22.094, -8.647, 24.113, -37.360, 31.35,,,,,,,,,,,,,,,,
 19:06:16.760,COM16, 2000-00-00 00:26:19.960, 0.058, -0.032, 0.968, -0.244, 0.000, 42.419, -1.066, -0.775, -21.627, -8.567, 24.147, -37.313, 31.30,,,,,,,,,,,,,,,,
 19:06:16.765,COM16, 2000-00-00 00:26:19.970, 0.079, -0.032, 0.968, -0.244, 0.000, 42.419, -1.088, -0.786, -21.165, -8.553, 24.120, -37.320, 31.30,,,,,,,,,,,,,,,,
 19:06:16.767,COM13, 2000-00-00 00:27:37.895, -0.058, -0.025, 1.001, -6.165, 2.136, 86.304, 2.247, 6.059, 77.327, -20.927, 94.007, -164.480, 31.28,,,,,,,,,,,,,,,,
 19:06:16.773,COM16, 2000-00-00 00:26:19.980, 0.079, -0.133, 1.007, -1.526, -3.052, 43.518, -1.126, -0.829, -20.687, -8.587, 24.133, -37.393, 31.31,,,,,,,,,,,,,,,,
 19:06:16.773,COM13, 2000-00-00 00:27:37.915, -0.082, 0.039, 0.999, -3.906, 2.563, 86.060, 2.285, 6.081, 79.052, -22.167, 92.520, -168.473, 31.29,,,,,,,,,,,,,,,,
 19:06:16.779,COM16, 2000-00-00 00:26:19.990, 0.048, -0.133, 1.007, -1.526, -3.052, 43.518, -1.165, -0.873, -20.220, -8.633, 24.133, -37.493, 31.31,,,,,,,,,,,,,,,,
 19:06:16.783,COM14, 2000-00-06 17:26:17.618, -0.019, -0.055, 0.969, 1.892, -2.686, 44.250, -0.890, 0.390, 11.228, -32.013, 17.573, -31.293, 31.51,,,,,,,,,,,,,,,,
 19:06:16.785,COM16, 2000-00-00 00:26:20.000, 0.048, -0.021, 1.019, 1.099, 1.282, 44.067, -1.181, -0.868, -19.753, -8.687, 24.007, -37.600, 31.34,,,,,,,,,,,,,,,,
 19:06:16.787,COM16, 2000-00-00 00:26:20.010, 0.061, -0.021, 1.019, 1.099, 1.282, 44.067, -1.187, -0.868, -19.286, -8.747, 23.933, -37.700, 31.34,,,,,,,,,,,,,,,,
 19:06:16.793,COM16, 2000-00-00 00:26:20.020, 0.061, -0.006, 0.988, 0.244, 1.526, 43.762, -1.208, -0.857, -18.831, -8.787, 23.967, -37.840, 31.31,,,,,,,,,,,,,,,,
 19:06:16.805,COM14, 2000-00-06 17:26:17.638, 0.029, -0.101, 1.026, 1.709, -1.038, 45.532, -0.873, 0.324, 12.118, -32.153, 17.880, -31.313, 31.46,,,,,,,,,,,,,,,,
 19:06:16.810,COM13, 2000-00-00 00:27:37.935, -0.058, 0.060, 0.997, -6.165, 1.831, 87.463, 2.329, 6.097, 80.793, -22.493, 90.540, -172.387, 31.26,,,,,,,,,,,,,,,,
 19:06:16.811,COM14, 2000-00-06 17:26:17.658, 0.100, -0.059, 1.015, 2.075, -0.610, 46.570, -0.868, 0.297, 13.035, -32.780, 18.547, -31.467, 31.46,,,,,,,,,,,,,,,,
 19:06:16.816,COM13, 2000-00-00 00:27:37.955, -0.087, 0.050, 1.005, -5.371, 1.038, 90.149, 2.368, 6.097, 82.573, -23.780, 88.773, -176.227, 31.29,,,,,,,,,,,,,,,,
 19:06:16.841,COM14, 2000-00-06 17:26:17.678, 0.017, -0.072, 0.976, 2.808, -1.404, 46.326, -0.851, 0.269, 13.964, -32.520, 19.153, -31.520, 31.45,,,,,,,,,,,,,,,,
 19:06:16.843,COM13, 2000-00-00 00:27:37.975, -0.061, -0.035, 0.995, -7.080, 0.427, 88.257, 2.395, 6.086, 84.364, -24.307, 85.660, -180.227, 31.26,,,,,,,,,,,,,,,,
 19:06:16.856,COM16, 2000-00-00 00:26:20.030, 0.110, -0.006, 0.988, 0.244, 1.526, 43.762, -1.219, -0.851, -18.375, -8.513, 23.920, -37.947, 31.31,,,,,,,,,,,,,,,,
 19:06:16.861,COM16, 2000-00-00 00:26:20.040, 0.110, -0.073, 0.982, -7.874, -7.874, 43.579, -1.313, -0.939, -17.913, -8.027, 23.807, -37.967, 31.32,,,,,,,,,,,,,,,,
 19:06:16.865,COM16, 2000-00-00 00:26:20.050, 0.046, -0.073, 0.982, -7.874, -7.874, 43.579, -1.412, -1.027, -17.441, -7.660, 23.800, -37.913, 31.32,,,,,,,,,,,,,,,,
 19:06:16.870,COM16, 2000-00-00 00:26:20.060, 0.046, -0.129, 1.041, -3.296, -3.052, 45.166, -1.461, -1.060, -16.957, -7.360, 23.827, -37.787, 31.34,,,,,,,,,,,,,,,,
 19:06:16.872,COM14, 2000-00-06 17:26:17.698, 0.039, -0.033, 0.988, 2.014, -1.587, 46.448, -0.829, 0.220, 14.886, -33.180, 19.427, -31.460, 31.51,,,,,,,,,,,,,,,,
 19:06:16.875,COM13, 2000-00-00 00:27:37.995, -0.049, 0.049, 0.992, -5.432, 1.282, 87.708, 2.417, 6.075, 86.127, -26.040, 83.547, -184.140, 31.31,,,,,,,,,,,,,,,,
 19:06:16.876,COM16, 2000-00-00 00:26:20.070, 0.070, -0.129, 1.041, -3.296, -3.052, 45.166, -1.516, -1.099, -16.474, -7.127, 24.067, -37.780, 31.34,,,,,,,,,,,,,,,,
 19:06:16.878,COM16, 2000-00-00 00:26:20.080, 0.070, -0.084, 0.968, 4.211, 3.906, 46.326, -1.494, -1.060, -15.985, -6.973, 24.507, -37.860, 31.34,,,,,,,,,,,,,,,,
 19:06:16.878,COM14, 2000-00-06 17:26:17.718, 0.117, -0.068, 0.965, 1.770, -0.671, 46.753, -0.818, 0.181, 15.820, -33.493, 20.420, -31.540, 31.49,,,,,,,,,,,,,,,,
 19:06:16.880,COM13, 2000-00-00 00:27:38.015, -0.059, 0.001, 0.997, -8.423, 1.221, 87.219, 2.428, 6.075, 87.880, -27.453, 80.773, -188.033, 31.25,,,,,,,,,,,,,,,,
 19:06:16.884,COM16, 2000-00-00 00:26:20.090, 0.071, -0.084, 0.968, 4.211, 3.906, 46.326, -1.478, -1.027, -15.496, -6.887, 24.280, -37.853, 31.34,,,,,,,,,,,,,,,,
 19:06:16.890,COM16, 2000-00-00 00:26:20.100, 0.071, 0.000, 0.998, -3.723, -3.113, 46.448, -1.533, -1.066, -15.002, -6.860, 24.153, -37.847, 31.32,,,,,,,,,,,,,,,,
 19:06:16.895,COM16, 2000-00-00 00:26:20.110, 0.088, 0.000, 0.998, -3.723, -3.113, 46.448, -1.588, -1.099, -14.513, -6.867, 23.980, -37.920, 31.32,,,,,,,,,,,,,,,,
 19:06:16.898,COM16, 2000-00-00 00:26:20.120, 0.088, -0.074, 1.030, -9.399, -9.094, 46.021, -1.697, -1.192, -14.030, -6.893, 24.173, -37.980, 31.32,,,,,,,,,,,,,,,,
 19:06:16.903,COM16, 2000-00-00 00:26:20.130, 0.045, -0.074, 1.030, -9.399, -9.094, 46.021, -1.813, -1.285, -13.541, -6.913, 24.607, -38.033, 31.32,,,,,,,,,,,,,,,,
 19:06:16.907,COM14, 2000-00-06 17:26:17.738, 0.115, -0.049, 1.031, 1.709, -0.916, 44.495, -0.813, 0.148, 16.743, -33.813, 21.547, -31.733, 31.48,,,,,,,,,,,,,,,,
 19:06:16.910,COM13, 2000-00-00 00:27:38.035, -0.079, -0.058, 0.971, -5.676, 2.014, 85.266, 2.428, 6.081, 89.610, -28.207, 77.307, -191.953, 31.22,,,,,,,,,,,,,,,,
 19:06:16.914,COM14, 2000-00-06 17:26:17.758, -0.095, -0.030, 1.016, 1.892, -2.441, 42.480, -0.807, 0.099, 17.622, -33.347, 22.127, -31.773, 31.49,,,,,,,,,,,,,,,,
 19:06:16.916,COM13, 2000-00-00 00:27:38.055, -0.063, -0.063, 1.007, -2.625, 2.869, 80.811, 2.472, 6.097, 91.274, -27.960, 73.340, -195.533, 31.31,,,,,,,,,,,,,,,,
 19:06:16.944,COM16, 2000-00-00 00:26:20.140, 0.045, -0.024, 1.069, 4.883, 3.296, 47.058, -1.780, -1.252, -13.057, -6.973, 24.913, -38.120, 31.31,,,,,,,,,,,,,,,,
 19:06:16.947,COM16, 2000-00-00 00:26:20.150, -0.018, -0.024, 1.069, 4.883, 3.296, 47.058, -1.747, -1.214, -12.574, -6.720, 25.180, -38.127, 31.31,,,,,,,,,,,,,,,,
 19:06:16.947,COM14, 2000-00-06 17:26:17.778, -0.007, -0.114, 1.008, 2.258, -0.732, 44.128, -0.797, 0.027, 18.479, -33.593, 23.507, -31.813, 31.49,,,,,,,,,,,,,,,,
 19:06:16.950,COM13, 2000-00-00 00:27:38.075, -0.043, 0.166, 1.027, -1.160, 1.221, 83.740, 2.560, 6.108, 92.922, -28.680, 69.473, -198.653, 31.26,,,,,,,,,,,,,,,,
 19:06:16.953,COM16, 2000-00-00 00:26:20.160, -0.018, 0.094, 0.938, 3.662, 5.127, 44.922, -1.719, -1.165, -12.112, -6.227, 25.113, -38.027, 31.32,,,,,,,,,,,,,,,,
 19:06:16.953,COM14, 2000-00-06 17:26:17.798, 0.091, -0.064, 1.026, 3.113, 0.732, 46.997, -0.780, 0.005, 19.374, -33.360, 24.033, -31.893, 31.49,,,,,,,,,,,,,,,,
 19:06:16.956,COM13, 2000-00-00 00:27:38.095, -0.100, 0.067, 1.015, -5.920, -1.587, 88.440, 2.637, 6.070, 94.647, -29.013, 65.407, -201.560, 31.30,,,,,,,,,,,,,,,,
 19:06:16.957,COM16, 2000-00-00 00:26:20.170, 0.096, 0.094, 0.938, 3.662, 5.127, 44.922, -1.692, -1.110, -11.646, -5.840, 24.793, -38.040, 31.32,,,,,,,,,,,,,,,,
 19:06:16.963,COM16, 2000-00-00 00:26:20.180, 0.096, 0.055, 0.965, -12.939, -10.620, 42.297, -1.824, -1.208, -11.201, -5.573, 24.820, -38.100, 31.31,,,,,,,,,,,,,,,,
 19:06:16.973,COM16, 2000-00-00 00:26:20.190, 0.098, 0.055, 0.965, -12.939, -10.620, 42.297, -1.950, -1.313, -10.750, -5.367, 25.073, -38.087, 31.31,,,,,,,,,,,,,,,,
 19:06:16.978,COM16, 2000-00-00 00:26:20.200, 0.098, -0.273, 1.020, -3.540, -3.967, 43.213, -1.994, -1.351, -10.294, -5.213, 25.287, -38.153, 31.34,,,,,,,,,,,,,,,,
 19:06:16.980,COM14, 2000-00-06 17:26:17.818, 0.006, -0.077, 0.942, 3.113, -1.648, 47.363, -0.753, 0.000, 20.314, -33.553, 25.293, -32.040, 31.45,,,,,,,,,,,,,,,,
 19:06:16.983,COM16, 2000-00-00 00:26:20.210, 0.063, -0.273, 1.020, -3.540, -3.967, 43.213, -2.043, -1.384, -9.838, -5.120, 25.513, -38.273, 31.34,,,,,,,,,,,,,,,,
 19:06:16.987,COM16, 2000-00-00 00:26:20.220, 0.063, -0.101, 1.041, 16.541, 11.536, 47.119, -1.895, -1.269, -9.349, -5.080, 25.673, -38.360, 31.37,,,,,,,,,,,,,,,,
 19:06:16.987,COM13, 2000-00-00 00:27:38.115, -0.053, 0.031, 0.928, -9.094, -0.305, 87.585, 2.620, 6.021, 96.411, -30.300, 61.133, -204.373, 31.26,,,,,,,,,,,,,,,,
 19:06:16.992,COM16, 2000-00-00 00:26:20.230, 0.053, -0.101, 1.041, 16.541, 11.536, 47.119, -1.747, -1.154, -8.866, -5.087, 25.800, -38.373, 31.37,,,,,,,,,,,,,,,,
 19:06:17.011,COM14, 2000-00-06 17:26:17.838, 0.018, -0.033, 0.924, 1.282, -3.113, 47.485, -0.736, -0.049, 21.259, -33.127, 26.547, -32.107, 31.49,,,,,,,,,,,,,,,,
 19:06:17.017,COM14, 2000-00-06 17:26:17.858, 0.132, -0.037, 1.086, 0.366, -0.366, 47.363, -0.753, -0.104, 22.209, -33.347, 27.393, -32.347, 31.46,,,,,,,,,,,,,,,,
 19:06:17.022,COM13, 2000-00-00 00:27:38.135, -0.021, 0.009, 0.978, -8.972, 4.272, 86.365, 2.587, 6.053, 98.146, -31.067, 56.433, -207.293, 31.27,,,,,,,,,,,,,,,,
 19:06:17.028,COM13, 2000-00-00 00:27:38.155, -0.095, 0.009, 1.025, -6.287, 4.272, 88.745, 2.598, 6.103, 99.915, -32.760, 52.287, -209.707, 31.29,,,,,,,,,,,,,,,,
 19:06:17.032,COM16, 2000-00-00 00:26:20.240, 0.053, -0.020, 0.948, -5.493, -3.662, 47.363, -1.818, -1.187, -8.377, -5.113, 25.887, -38.373, 31.34,,,,,,,,,,,,,,,,
 19:06:17.036,COM16, 2000-00-00 00:26:20.250, 0.084, -0.020, 0.948, -5.493, -3.662, 47.363, -1.890, -1.219, -7.894, -5.153, 25.927, -38.447, 31.34,,,,,,,,,,,,,,,,
 19:06:17.040,COM16, 2000-00-00 00:26:20.260, 0.084, -0.013, 1.020, -18.494, -15.320, 46.936, -2.093, -1.368, -7.410, -5.193, 25.933, -38.533, 31.30,,,,,,,,,,,,,,,,
 19:06:17.046,COM16, 2000-00-00 00:26:20.270, 0.018, -0.013, 1.020, -18.494, -15.320, 46.936, -2.291, -1.516, -6.927, -5.233, 25.907, -38.560, 31.30,,,,,,,,,,,,,,,,
 19:06:17.046,COM14, 2000-00-06 17:26:17.878, 0.128, -0.072, 0.981, 2.808, -0.793, 44.922, -0.764, -0.126, 23.143, -33.107, 28.673, -32.287, 31.47,,,,,,,,,,,,,,,,
 19:06:17.052,COM14, 2000-00-06 17:26:17.898, -0.114, -0.029, 0.989, 2.258, -2.319, 42.664, -0.742, -0.165, 24.027, -32.733, 29.780, -32.160, 31.49,,,,,,,,,,,,,,,,
 19:06:17.053,COM16, 2000-00-00 00:26:20.280, 0.018, -0.031, 1.038, 4.822, 4.272, 47.363, -2.252, -1.467, -6.454, -5.300, 25.880, -38.553, 31.31,,,,,,,,,,,,,,,,
 19:06:17.054,COM16, 2000-00-00 00:26:20.290, 0.002, -0.031, 1.038, 4.822, 4.272, 47.363, -2.214, -1.412, -5.982, -4.760, 25.913, -38.520, 31.31,,,,,,,,,,,,,,,,
 19:06:17.060,COM13, 2000-00-00 00:27:38.175, -0.089, -0.052, 1.021, -4.822, 0.671, 85.999, 2.637, 6.097, 101.656, -32.940, 46.233, -211.987, 31.29,,,,,,,,,,,,,,,,
 19:06:17.065,COM13, 2000-00-00 00:27:38.195, -0.022, -0.066, 0.988, -5.127, 1.526, 79.895, 2.664, 6.092, 103.288, -32.547, 39.993, -213.533, 31.25,,,,,,,,,,,,,,,,
 19:06:17.065,COM16, 2000-00-00 00:26:20.300, 0.002, 0.085, 0.949, 6.653, 7.996, 45.593, -2.159, -1.324, -5.526, -4.333, 25.907, -38.540, 31.34,,,,,,,,,,,,,,,,
 19:06:17.071,COM16, 2000-00-00 00:26:20.310, 0.089, 0.085, 0.949, 6.653, 7.996, 45.593, -2.093, -1.236, -5.076, -3.987, 25.927, -38.633, 31.34,,,,,,,,,,,,,,,,
 19:06:17.073,COM16, 2000-00-00 00:26:20.320, 0.089, 0.080, 1.005, -8.606, -10.376, 42.847, -2.181, -1.329, -4.636, -3.740, 25.953, -38.753, 31.33,,,,,,,,,,,,,,,,
 19:06:17.079,COM16, 2000-00-00 00:26:20.330, -0.016, 0.080, 1.005, -8.606, -10.376, 42.847, -2.258, -1.423, -4.197, -3.587, 25.893, -38.800, 31.33,,,,,,,,,,,,,,,,
 19:06:17.081,COM14, 2000-00-06 17:26:17.918, 0.006, -0.143, 1.042, 1.953, 0.000, 42.664, -0.731, -0.231, 24.884, -32.947, 30.640, -32.327, 31.50,,,,,,,,,,,,,,,,
 19:06:17.085,COM16, 2000-00-00 00:26:20.340, -0.016, -0.178, 1.047, -8.911, -7.568, 41.687, -2.351, -1.489, -3.774, -3.520, 25.807, -38.807, 31.34,,,,,,,,,,,,,,,,
 19:06:17.091,COM13, 2000-00-00 00:27:38.215, -0.073, 0.149, 0.997, 2.380, 0.793, 83.557, 2.796, 6.075, 104.941, -34.427, 35.873, -214.693, 31.30,,,,,,,,,,,,,,,,
 19:06:17.098,COM13, 2000-00-00 00:27:38.235, -0.098, 0.107, 1.028, -8.728, -0.305, 87.585, 2.823, 6.031, 106.677, -33.907, 29.200, -214.647, 31.27,,,,,,,,,,,,,,,,
 19:06:17.113,COM14, 2000-00-06 17:26:17.938, 0.103, -0.090, 0.949, 3.662, -0.122, 46.204, -0.725, -0.242, 25.752, -31.913, 31.073, -32.060, 31.49,,,,,,,,,,,,,,,,
 19:06:17.118,COM14, 2000-00-06 17:26:17.958, -0.016, -0.043, 1.125, 2.014, -0.549, 45.837, -0.709, -0.253, 26.675, -31.647, 32.280, -32.013, 31.48,,,,,,,,,,,,,,,,
 19:06:17.136,COM13, 2000-00-00 00:27:38.255, -0.030, 0.009, 0.930, -6.348, 0.366, 88.135, 2.840, 5.993, 108.441, -34.780, 23.920, -214.973, 31.24,,,,,,,,,,,,,,,,
 19:06:17.142,COM13, 2000-00-00 00:27:38.275, -0.047, 0.020, 1.028, -8.362, 1.343, 85.815, 2.829, 5.977, 110.176, -34.720, 17.547, -214.327, 31.26,,,,,,,,,,,,,,,,
 19:06:17.147,COM14, 2000-00-06 17:26:17.978, 0.032, -0.056, 0.829, 2.747, -1.709, 45.410, -0.709, -0.280, 27.587, -30.933, 33.060, -31.860, 31.50,,,,,,,,,,,,,,,,
 19:06:17.149,COM16, 2000-00-00 00:26:20.350, 0.114, -0.178, 1.047, -8.911, -7.568, 41.687, -2.444, -1.549, -3.356, -3.453, 25.800, -38.813, 31.34,,,,,,,,,,,,,,,,
 19:06:17.154,COM14, 2000-00-06 17:26:17.998, 0.067, -0.051, 1.028, 1.160, -1.526, 46.143, -0.703, -0.319, 28.499, -30.687, 34.060, -31.947, 31.47,,,,,,,,,,,,,,,,
 19:06:17.156,COM16, 2000-00-00 00:26:20.360, 0.114, -0.170, 1.020, 14.832, 12.573, 46.265, -2.302, -1.412, -2.906, -3.427, 25.833, -38.907, 31.31,,,,,,,,,,,,,,,,
 19:06:17.162,COM16, 2000-00-00 00:26:20.370, 0.044, -0.170, 1.020, 14.832, 12.573, 46.265, -2.170, -1.274, -2.450, -3.460, 25.813, -38.973, 31.31,,,,,,,,,,,,,,,,
 19:06:17.167,COM16, 2000-00-00 00:26:20.380, 0.044, -0.009, 0.956, -1.709, -2.380, 45.898, -2.203, -1.291, -2.000, -3.520, 25.773, -38.967, 31.30,,,,,,,,,,,,,,,,
 19:06:17.169,COM16, 2000-00-00 00:26:20.390, 0.018, -0.009, 0.956, -1.709, -2.380, 45.898, -2.230, -1.302, -1.549, -3.580, 25.780, -38.987, 31.30,,,,,,,,,,,,,,,,
 19:06:17.177,COM16, 2000-00-00 00:26:20.400, 0.018, 0.024, 0.973, -13.977, -10.803, 45.166, -2.379, -1.401, -1.110, -3.640, 25.760, -39.040, 31.32,,,,,,,,,,,,,,,,
 19:06:17.182,COM16, 2000-00-00 00:26:20.410, 0.112, 0.024, 0.973, -13.977, -10.803, 45.166, -2.527, -1.494, -0.670, -3.373, 25.693, -39.053, 31.32,,,,,,,,,,,,,,,,
 19:06:17.184,COM14, 2000-00-06 17:26:18.018, 0.082, -0.031, 0.992, 1.587, -0.732, 45.471, -0.714, -0.346, 29.416, -29.593, 34.487, -31.720, 31.51,,,,,,,,,,,,,,,,
 19:06:17.186,COM16, 2000-00-00 00:26:20.420, 0.112, -0.148, 1.043, -1.587, -2.319, 45.715, -2.549, -1.505, -0.225, -2.900, 25.640, -39.047, 31.30,,,,,,,,,,,,,,,,
 19:06:17.190,COM14, 2000-00-06 17:26:18.038, 0.028, -0.083, 1.036, 0.488, -1.831, 42.847, -0.731, -0.385, 30.295, -28.773, 35.733, -31.487, 31.50,,,,,,,,,,,,,,,,
 19:06:17.192,COM16, 2000-00-00 00:26:20.430, 0.015, -0.148, 1.043, -1.587, -2.319, 45.715, -2.582, -1.516, 0.225, -2.520, 25.613, -39.107, 31.30,,,,,,,,,,,,,,,,
 19:06:17.197,COM16, 2000-00-00 00:26:20.440, 0.015, 0.091, 1.007, 9.155, 8.118, 46.021, -2.499, -1.423, 0.676, -2.233, 25.600, -39.220, 31.34,,,,,,,,,,,,,,,,
 19:06:17.221,COM14, 2000-00-06 17:26:18.058, 0.060, -0.084, 0.979, 2.197, -1.465, 40.527, -0.747, -0.434, 31.130, -28.040, 36.413, -31.173, 31.48,,,,,,,,,,,,,,,,
 19:06:17.221,COM13, 2000-00-00 00:27:38.295, -0.051, 0.071, 0.953, -6.714, 3.723, 89.111, 2.834, 5.999, 111.945, -35.693, 11.880, -213.793, 31.27,,,,,,,,,,,,,,,,
